time,max_sell,max_buy,max_sell_interval,max_buy_interval
2018-12-02 22:00:00,0.0,0.0,0,0
2018-12-02 22:05:00,3.6,0.0,40,0
2018-12-02 22:10:00,6.3,0.0,35,0
2018-12-02 22:15:00,4.2,0.1,30,9
2018-12-02 22:20:00,4.7,3.2,25,4
2018-12-02 22:25:00,8.1,0.0,20,0
2018-12-02 22:30:00,2.3,0.0,15,0
2018-12-02 22:35:00,4.6,0.0,10,0
2018-12-02 22:40:00,2.5,1.6,5,10
2018-12-02 22:45:00,4.3,4.0,0,44
2018-12-02 22:50:00,0.8,10.6,8,43
2018-12-02 22:55:00,0.2,10.9,3,41
2018-12-02 23:00:00,0.0,12.0,0,36
2018-12-02 23:05:00,0.7,11.7,4,31
2018-12-02 23:10:00,0.0,12.5,0,26
2018-12-02 23:15:00,0.0,12.3,0,44
2018-12-02 23:20:00,0.0,11.9,0,39
2018-12-02 23:25:00,0.0,9.0,0,34
2018-12-02 23:30:00,0.5,4.4,33,29
2018-12-02 23:35:00,3.7,1.2,28,44
2018-12-02 23:40:00,1.9,4.1,23,40
2018-12-02 23:45:00,0.0,5.7,0,35
2018-12-02 23:50:00,2.3,4.4,13,44
2018-12-02 23:55:00,3.5,7.4,8,44
2018-12-03 00:00:00,5.3,5.8,3,40
2018-12-03 00:05:00,0.0,12.7,0,42
2018-12-03 00:10:00,0.0,16.7,0,44
2018-12-03 00:15:00,0.0,15.0,0,40
2018-12-03 00:20:00,1.4,13.5,2,34
2018-12-03 00:25:00,0.0,14.9,0,29
2018-12-03 00:30:00,0.6,12.4,0,24
2018-12-03 00:35:00,0.0,11.5,0,20
2018-12-03 00:40:00,0.3,8.9,5,15
2018-12-03 00:45:00,2.2,7.0,0,10
2018-12-03 00:50:00,0.0,7.1,0,5
2018-12-03 00:55:00,3.5,1.1,7,0
2018-12-03 01:00:00,1.9,1.9,2,8
2018-12-03 01:05:00,2.0,1.9,14,3
2018-12-03 01:10:00,3.5,0.0,9,0
2018-12-03 01:15:00,3.8,0.4,44,22
2018-12-03 01:20:00,0.9,3.2,39,17
2018-12-03 01:25:00,0.8,5.4,34,44
2018-12-03 01:30:00,2.7,5.5,29,44
2018-12-03 01:35:00,1.8,7.3,24,41
2018-12-03 01:40:00,2.7,6.0,19,36
2018-12-03 01:45:00,3.4,7.4,14,43
2018-12-03 01:50:00,1.1,12.4,9,42
2018-12-03 01:55:00,2.0,11.3,4,37
2018-12-03 02:00:00,0.0,15.3,0,44
2018-12-03 02:05:00,0.0,12.1,0,38
2018-12-03 02:10:00,0.0,8.9,0,33
2018-12-03 02:15:00,0.4,5.9,0,28
2018-12-03 02:20:00,0.2,6.1,5,23
2018-12-03 02:25:00,0.1,6.1,40,18
2018-12-03 02:30:00,2.1,4.0,35,14
2018-12-03 02:35:00,1.8,4.1,30,8
2018-12-03 02:40:00,4.0,2.6,25,3
2018-12-03 02:45:00,5.8,0.0,20,0
2018-12-03 02:50:00,5.8,0.0,15,0
2018-12-03 02:55:00,4.7,0.0,10,0
2018-12-03 03:00:00,4.9,0.0,5,0
2018-12-03 03:05:00,0.0,2.3,0,10
2018-12-03 03:10:00,0.5,3.5,33,41
2018-12-03 03:15:00,2.8,1.8,28,36
2018-12-03 03:20:00,0.4,5.7,23,44
2018-12-03 03:25:00,0.5,6.4,18,43
2018-12-03 03:30:00,1.5,6.1,13,41
2018-12-03 03:35:00,2.5,5.2,8,36
2018-12-03 03:40:00,0.8,7.4,3,31
2018-12-03 03:45:00,0.0,7.2,0,26
2018-12-03 03:50:00,1.7,6.2,4,21
2018-12-03 03:55:00,0.0,6.4,0,16
2018-12-03 04:00:00,1.3,4.8,34,11
2018-12-03 04:05:00,4.1,2.6,41,6
2018-12-03 04:10:00,4.3,1.7,36,1
2018-12-03 04:15:00,7.0,0.0,41,0
2018-12-03 04:20:00,5.1,0.0,44,0
2018-12-03 04:25:00,4.1,0.0,39,0
2018-12-03 04:30:00,4.5,0.6,41,23
2018-12-03 04:35:00,2.4,2.1,36,18
2018-12-03 04:40:00,4.1,1.1,44,13
2018-12-03 04:45:00,3.2,1.9,40,8
2018-12-03 04:50:00,3.9,2.0,35,3
2018-12-03 04:55:00,3.9,0.0,30,0
2018-12-03 05:00:00,2.4,1.3,25,2
2018-12-03 05:05:00,1.8,2.5,20,42
2018-12-03 05:10:00,2.0,10.6,14,43
2018-12-03 05:15:00,0.4,14.1,10,41
2018-12-03 05:20:00,3.5,12.2,5,36
2018-12-03 05:25:00,0.0,16.1,0,31
2018-12-03 05:30:00,0.7,14.6,10,26
2018-12-03 05:35:00,0.8,14.1,5,21
2018-12-03 05:40:00,0.0,14.9,0,16
2018-12-03 05:45:00,0.9,11.4,5,11
2018-12-03 05:50:00,0.0,12.0,0,6
2018-12-03 05:55:00,2.5,5.3,27,1
2018-12-03 06:00:00,4.9,1.6,22,30
2018-12-03 06:05:00,2.7,3.0,17,25
2018-12-03 06:10:00,3.3,3.3,43,20
2018-12-03 06:15:00,4.0,3.3,38,15
2018-12-03 06:20:00,4.4,2.1,32,44
2018-12-03 06:25:00,0.6,7.9,28,41
2018-12-03 06:30:00,6.3,6.6,23,44
2018-12-03 06:35:00,7.5,5.4,18,39
2018-12-03 06:40:00,4.1,8.6,13,42
2018-12-03 06:45:00,5.8,9.5,8,44
2018-12-03 06:50:00,3.1,16.3,2,44
2018-12-03 06:55:00,0.0,21.3,0,44
2018-12-03 07:00:00,3.0,40.8,0,44
2018-12-03 07:05:00,0.5,40.7,3,44
2018-12-03 07:10:00,1.7,39.0,1,39
2018-12-03 07:15:00,3.4,35.4,1,34
2018-12-03 07:20:00,0.4,36.3,6,29
2018-12-03 07:25:00,1.3,36.2,1,44
2018-12-03 07:30:00,0.0,34.7,0,39
2018-12-03 07:35:00,1.8,28.0,0,33
2018-12-03 07:40:00,2.3,25.2,0,29
2018-12-03 07:45:00,20.9,5.0,44,24
2018-12-03 07:50:00,30.2,1.6,43,19
2018-12-03 07:55:00,28.5,3.2,38,14
2018-12-03 08:00:00,25.1,6.6,33,9
2018-12-03 08:05:00,27.1,4.5,28,4
2018-12-03 08:10:00,28.3,2.8,23,0
2018-12-03 08:15:00,17.9,0.0,18,0
2018-12-03 08:20:00,13.3,4.9,13,42
2018-12-03 08:25:00,9.2,9.2,8,37
2018-12-03 08:30:00,5.0,13.2,2,32
2018-12-03 08:35:00,15.7,17.7,44,27
2018-12-03 08:40:00,19.5,16.8,44,22
2018-12-03 08:45:00,21.9,14.5,40,17
2018-12-03 08:50:00,21.9,13.8,35,12
2018-12-03 08:55:00,29.1,7.9,41,7
2018-12-03 09:00:00,33.4,3.6,36,2
2018-12-03 09:05:00,27.9,0.4,31,0
2018-12-03 09:10:00,21.0,3.5,26,2
2018-12-03 09:15:00,24.8,0.0,21,0
2018-12-03 09:20:00,15.2,9.2,44,10
2018-12-03 09:25:00,22.5,11.1,44,5
2018-12-03 09:30:00,30.5,3.7,44,0
2018-12-03 09:35:00,29.4,6.0,42,14
2018-12-03 09:40:00,31.2,4.2,37,9
2018-12-03 09:45:00,36.5,2.1,44,4
2018-12-03 09:50:00,39.2,2.2,43,1
2018-12-03 09:55:00,34.1,6.7,38,4
2018-12-03 10:00:00,43.8,0.8,44,0
2018-12-03 10:05:00,35.2,0.7,44,0
2018-12-03 10:10:00,36.7,2.3,42,2
2018-12-03 10:15:00,39.2,2.5,42,3
2018-12-03 10:20:00,43.3,1.1,44,4
2018-12-03 10:25:00,43.4,0.7,40,0
2018-12-03 10:30:00,35.3,5.9,35,2
2018-12-03 10:35:00,36.1,0.0,30,0
2018-12-03 10:40:00,33.7,0.0,25,0
2018-12-03 10:45:00,28.8,0.0,20,0
2018-12-03 10:50:00,19.6,1.7,15,0
2018-12-03 10:55:00,15.5,1.0,10,35
2018-12-03 11:00:00,10.5,6.0,5,30
2018-12-03 11:05:00,1.6,15.0,0,25
2018-12-03 11:10:00,4.6,4.7,11,20
2018-12-03 11:15:00,8.8,0.6,6,15
2018-12-03 11:20:00,3.4,6.0,1,10
2018-12-03 11:25:00,0.0,9.2,0,5
2018-12-03 11:30:00,12.1,4.6,44,0
2018-12-03 11:35:00,11.5,4.9,39,34
2018-12-03 11:40:00,13.3,3.2,34,29
2018-12-03 11:45:00,11.4,4.8,29,24
2018-12-03 11:50:00,14.9,1.7,24,19
2018-12-03 11:55:00,14.5,2.0,19,14
2018-12-03 12:00:00,15.4,3.8,14,44
2018-12-03 12:05:00,13.7,6.2,9,39
2018-12-03 12:10:00,15.1,4.5,4,34
2018-12-03 12:15:00,0.8,16.5,0,29
2018-12-03 12:20:00,3.2,13.0,44,24
2018-12-03 12:25:00,7.8,8.2,43,19
2018-12-03 12:30:00,8.8,9.0,40,14
2018-12-03 12:35:00,8.7,9.2,35,9
2018-12-03 12:40:00,12.8,4.2,30,4
2018-12-03 12:45:00,17.8,0.0,25,0
2018-12-03 12:50:00,9.0,2.9,43,4
2018-12-03 12:55:00,10.8,0.0,38,0
2018-12-03 13:00:00,9.3,0.5,33,0
2018-12-03 13:05:00,2.3,6.9,28,36
2018-12-03 13:10:00,6.4,6.3,42,31
2018-12-03 13:15:00,11.0,6.8,44,26
2018-12-03 13:20:00,14.4,4.1,40,21
2018-12-03 13:25:00,12.5,5.8,35,16
2018-12-03 13:30:00,14.0,4.6,30,11
2018-12-03 13:35:00,11.5,7.4,25,44
2018-12-03 13:40:00,14.9,7.1,20,42
2018-12-03 13:45:00,16.4,5.4,15,37
2018-12-03 13:50:00,11.2,10.2,10,32
2018-12-03 13:55:00,5.1,16.7,5,27
2018-12-03 14:00:00,0.0,24.3,0,44
2018-12-03 14:05:00,2.5,20.8,3,44
2018-12-03 14:10:00,0.0,27.4,0,42
2018-12-03 14:15:00,2.8,18.5,2,37
2018-12-03 14:20:00,3.0,14.1,18,32
2018-12-03 14:25:00,3.5,13.7,13,27
2018-12-03 14:30:00,4.3,12.3,8,22
2018-12-03 14:35:00,1.3,15.9,3,17
2018-12-03 14:40:00,1.5,15.3,22,44
2018-12-03 14:45:00,8.5,8.7,17,39
2018-12-03 14:50:00,10.2,7.0,12,40
2018-12-03 14:55:00,13.4,4.5,7,35
2018-12-03 15:00:00,6.5,21.8,2,43
2018-12-03 15:05:00,5.5,25.1,13,38
2018-12-03 15:10:00,10.1,20.4,8,33
2018-12-03 15:15:00,2.2,28.4,3,28
2018-12-03 15:20:00,0.0,23.1,0,23
2018-12-03 15:25:00,2.7,16.0,4,18
2018-12-03 15:30:00,0.0,17.7,0,13
2018-12-03 15:35:00,1.0,16.7,1,8
2018-12-03 15:40:00,1.2,14.3,0,3
2018-12-03 15:45:00,10.0,4.4,6,44
2018-12-03 15:50:00,8.1,6.3,1,40
2018-12-03 15:55:00,4.9,7.9,4,35
2018-12-03 16:00:00,0.9,11.3,1,30
2018-12-03 16:05:00,4.0,4.7,9,25
2018-12-03 16:10:00,8.0,1.8,44,20
2018-12-03 16:15:00,4.1,6.3,40,15
2018-12-03 16:20:00,7.9,2.5,35,9
2018-12-03 16:25:00,4.9,8.3,30,42
2018-12-03 16:30:00,10.5,2.9,25,40
2018-12-03 16:35:00,6.8,6.5,20,35
2018-12-03 16:40:00,7.3,6.0,15,30
2018-12-03 16:45:00,4.6,9.3,10,40
2018-12-03 16:50:00,3.4,10.5,5,35
2018-12-03 16:55:00,0.2,13.8,0,30
2018-12-03 17:00:00,0.5,11.3,42,25
2018-12-03 17:05:00,4.9,7.7,44,20
2018-12-03 17:10:00,11.3,0.6,39,15
2018-12-03 17:15:00,7.1,5.5,34,10
2018-12-03 17:20:00,15.7,2.9,43,5
2018-12-03 17:25:00,21.5,0.1,44,0
2018-12-03 17:30:00,18.3,0.6,39,6
2018-12-03 17:35:00,16.3,2.5,34,1
2018-12-03 17:40:00,13.8,0.0,44,0
2018-12-03 17:45:00,11.9,0.9,39,11
2018-12-03 17:50:00,9.9,2.8,34,6
2018-12-03 17:55:00,10.9,1.5,29,1
2018-12-03 18:00:00,10.9,0.0,24,0
2018-12-03 18:05:00,2.7,4.9,19,24
2018-12-03 18:10:00,0.7,7.0,14,19
2018-12-03 18:15:00,6.5,3.7,43,14
2018-12-03 18:20:00,4.5,5.7,40,9
2018-12-03 18:25:00,10.7,5.5,44,4
2018-12-03 18:30:00,15.5,0.3,39,0
2018-12-03 18:35:00,12.4,2.3,34,17
2018-12-03 18:40:00,13.4,1.3,29,12
2018-12-03 18:45:00,10.2,4.3,24,7
2018-12-03 18:50:00,10.7,3.8,19,2
2018-12-03 18:55:00,12.5,0.3,14,0
2018-12-03 19:00:00,5.2,6.8,9,2
2018-12-03 19:05:00,7.1,1.8,4,0
2018-12-03 19:10:00,0.0,5.9,0,33
2018-12-03 19:15:00,0.1,5.0,0,28
2018-12-03 19:20:00,3.4,1.5,2,23
2018-12-03 19:25:00,0.1,4.6,27,18
2018-12-03 19:30:00,2.2,2.8,22,13
2018-12-03 19:35:00,4.9,0.4,43,8
2018-12-03 19:40:00,4.8,0.9,39,3
2018-12-03 19:45:00,4.9,0.1,42,13
2018-12-03 19:50:00,2.9,1.8,37,8
2018-12-03 19:55:00,1.7,4.3,32,44
2018-12-03 20:00:00,5.2,1.5,27,43
2018-12-03 20:05:00,4.1,2.0,22,38
2018-12-03 20:10:00,5.2,1.5,44,33
2018-12-03 20:15:00,3.8,3.4,39,44
2018-12-03 20:20:00,2.2,7.1,34,44
2018-12-03 20:25:00,0.8,9.1,29,39
2018-12-03 20:30:00,1.1,8.8,24,34
2018-12-03 20:35:00,0.7,9.0,19,29
2018-12-03 20:40:00,7.2,3.1,14,24
2018-12-03 20:45:00,3.6,5.8,9,19
2018-12-03 20:50:00,1.4,8.5,4,14
2018-12-03 20:55:00,0.0,9.6,0,9
2018-12-03 21:00:00,1.3,3.6,42,4
2018-12-03 21:05:00,6.7,0.0,42,0
2018-12-03 21:10:00,6.3,0.0,37,0
2018-12-03 21:15:00,6.2,0.0,32,0
2018-12-03 21:20:00,4.8,0.0,27,0
2018-12-03 21:25:00,5.7,0.0,22,0
2018-12-03 21:30:00,5.0,0.4,17,5
2018-12-03 21:35:00,5.2,0.8,41,0
2018-12-03 21:40:00,5.7,0.0,36,0
2018-12-03 21:45:00,5.5,0.0,31,0
2018-12-03 21:50:00,2.8,0.0,26,0
2018-12-03 21:55:00,2.2,0.0,21,0
2018-12-03 22:00:00,0.7,0.0,16,0
2018-12-03 22:05:00,2.0,0.0,44,0
2018-12-03 22:10:00,0.0,0.0,0,0
2018-12-03 22:15:00,0.0,1.2,0,44
2018-12-03 22:20:00,0.0,3.0,0,39
2018-12-03 22:25:00,0.1,3.3,22,33
2018-12-03 22:30:00,0.0,3.2,0,30
2018-12-03 22:35:00,2.6,1.4,14,25
2018-12-03 22:40:00,2.4,1.5,9,19
2018-12-03 22:45:00,1.7,2.6,4,15
2018-12-03 22:50:00,0.0,6.8,0,44
2018-12-03 22:55:00,0.0,0.9,0,39
2018-12-03 23:00:00,0.0,0.4,0,34
2018-12-03 23:05:00,0.4,0.6,8,29
2018-12-03 23:10:00,1.0,0.0,3,0
2018-12-03 23:15:00,0.0,2.0,0,19
2018-12-03 23:20:00,1.4,0.4,42,14
2018-12-03 23:25:00,5.1,0.0,44,0
2018-12-03 23:30:00,4.5,0.0,39,0
2018-12-03 23:35:00,5.2,0.0,34,0
2018-12-03 23:40:00,4.1,0.0,29,0
2018-12-03 23:45:00,5.3,0.0,42,0
2018-12-03 23:50:00,5.5,0.0,37,0
2018-12-03 23:55:00,5.3,0.0,32,0
2018-12-04 00:00:00,4.2,0.0,27,0
2018-12-04 00:05:00,2.5,0.1,22,1
2018-12-04 00:10:00,0.3,2.2,17,8
2018-12-04 00:15:00,3.1,0.3,44,3
2018-12-04 00:20:00,2.1,0.9,39,3
2018-12-04 00:25:00,1.5,0.5,34,44
2018-12-04 00:30:00,1.0,1.1,29,39
2018-12-04 00:35:00,0.5,4.3,24,44
2018-12-04 00:40:00,2.2,4.0,19,40
2018-12-04 00:45:00,0.6,5.4,14,43
2018-12-04 00:50:00,1.2,7.6,9,43
2018-12-04 00:55:00,1.4,10.1,4,43
2018-12-04 01:00:00,0.0,12.3,0,43
2018-12-04 01:05:00,0.0,11.8,0,38
2018-12-04 01:10:00,0.0,10.1,0,41
2018-12-04 01:15:00,0.0,11.0,0,44
2018-12-04 01:20:00,0.0,13.2,0,42
2018-12-04 01:25:00,0.0,12.2,0,37
2018-12-04 01:30:00,0.2,11.5,0,32
2018-12-04 01:35:00,0.1,10.7,0,27
2018-12-04 01:40:00,0.4,8.3,6,22
2018-12-04 01:45:00,3.1,5.5,1,17
2018-12-04 01:50:00,0.1,7.2,32,12
2018-12-04 01:55:00,2.4,5.5,27,7
2018-12-04 02:00:00,4.2,3.8,22,2
2018-12-04 02:05:00,4.4,2.1,17,41
2018-12-04 02:10:00,3.9,2.9,12,43
2018-12-04 02:15:00,4.0,2.8,7,38
2018-12-04 02:20:00,1.1,6.3,2,33
2018-12-04 02:25:00,0.1,7.0,4,28
2018-12-04 02:30:00,0.0,6.1,0,23
2018-12-04 02:35:00,1.1,3.2,30,42
2018-12-04 02:40:00,1.7,2.5,25,37
2018-12-04 02:45:00,1.9,2.4,20,32
2018-12-04 02:50:00,2.0,2.0,15,27
2018-12-04 02:55:00,2.8,2.6,10,42
2018-12-04 03:00:00,3.3,2.0,5,44
2018-12-04 03:05:00,0.7,6.1,0,43
2018-12-04 03:10:00,0.0,5.1,0,38
2018-12-04 03:15:00,1.0,3.9,0,33
2018-12-04 03:20:00,0.8,2.8,32,28
2018-12-04 03:25:00,1.2,2.6,27,23
2018-12-04 03:30:00,1.0,6.2,22,43
2018-12-04 03:35:00,1.8,7.1,17,40
2018-12-04 03:40:00,1.8,6.9,12,35
2018-12-04 03:45:00,3.6,5.2,7,44
2018-12-04 03:50:00,1.7,7.2,2,39
2018-12-04 03:55:00,0.6,8.2,8,34
2018-12-04 04:00:00,0.0,9.5,0,29
2018-12-04 04:05:00,0.0,11.5,0,44
2018-12-04 04:10:00,0.0,9.8,0,41
2018-12-04 04:15:00,1.8,4.4,4,35
2018-12-04 04:20:00,0.0,7.0,0,31
2018-12-04 04:25:00,3.9,2.2,11,26
2018-12-04 04:30:00,3.2,2.4,6,21
2018-12-04 04:35:00,1.5,5.6,43,16
2018-12-04 04:40:00,3.8,3.4,41,11
2018-12-04 04:45:00,5.8,1.7,36,6
2018-12-04 04:50:00,10.4,0.0,44,0
2018-12-04 04:55:00,6.0,1.8,39,4
2018-12-04 05:00:00,9.5,0.0,40,0
2018-12-04 05:05:00,8.1,1.2,35,4
2018-12-04 05:10:00,10.0,0.0,30,0
2018-12-04 05:15:00,7.4,0.0,25,0
2018-12-04 05:20:00,4.2,4.0,20,8
2018-12-04 05:25:00,6.1,2.1,15,3
2018-12-04 05:30:00,4.7,3.7,10,44
2018-12-04 05:35:00,0.4,13.8,5,43
2018-12-04 05:40:00,1.6,13.2,0,38
2018-12-04 05:45:00,1.1,13.2,15,33
2018-12-04 05:50:00,2.5,11.1,9,28
2018-12-04 05:55:00,9.5,11.5,44,23
2018-12-04 06:00:00,6.4,14.6,40,18
2018-12-04 06:05:00,6.4,14.6,35,13
2018-12-04 06:10:00,9.2,10.8,30,8
2018-12-04 06:15:00,14.8,6.1,25,3
2018-12-04 06:20:00,17.8,0.0,20,0
2018-12-04 06:25:00,16.5,0.0,15,0
2018-12-04 06:30:00,10.9,2.5,10,35
2018-12-04 06:35:00,9.6,3.8,5,30
2018-12-04 06:40:00,1.1,12.4,0,25
2018-12-04 06:45:00,0.0,11.2,0,20
2018-12-04 06:50:00,4.5,8.3,44,15
2018-12-04 06:55:00,11.7,5.9,44,10
2018-12-04 07:00:00,13.9,3.8,41,5
2018-12-04 07:05:00,14.4,3.5,36,0
2018-12-04 07:10:00,13.0,4.9,31,11
2018-12-04 07:15:00,13.7,4.2,26,6
2018-12-04 07:20:00,15.9,2.0,21,1
2018-12-04 07:25:00,17.3,1.0,43,0
2018-12-04 07:30:00,15.2,47.3,40,43
2018-12-04 07:35:00,8.2,54.3,35,38
2018-12-04 07:40:00,2.4,60.2,30,33
2018-12-04 07:45:00,7.6,55.0,25,28
2018-12-04 07:50:00,11.4,51.1,20,23
2018-12-04 07:55:00,11.0,51.5,15,18
2018-12-04 08:00:00,13.6,49.1,10,13
2018-12-04 08:05:00,3.7,58.4,5,8
2018-12-04 08:10:00,1.7,60.8,0,3
2018-12-04 08:15:00,18.0,18.2,14,40
2018-12-04 08:20:00,25.1,18.6,9,44
2018-12-04 08:25:00,13.6,45.4,4,44
2018-12-04 08:30:00,0.0,56.7,0,39
2018-12-04 08:35:00,1.2,48.9,8,44
2018-12-04 08:40:00,9.0,47.4,3,44
2018-12-04 08:45:00,0.0,50.0,0,39
2018-12-04 08:50:00,2.7,46.0,0,34
2018-12-04 08:55:00,6.4,35.9,4,44
2018-12-04 09:00:00,0.0,60.4,0,41
2018-12-04 09:05:00,0.0,48.9,0,36
2018-12-04 09:10:00,4.8,34.6,2,31
2018-12-04 09:15:00,0.4,38.0,12,26
2018-12-04 09:20:00,9.0,29.7,7,21
2018-12-04 09:25:00,14.8,23.9,2,16
2018-12-04 09:30:00,0.5,33.3,3,11
2018-12-04 09:35:00,0.0,36.1,0,6
2018-12-04 09:40:00,15.5,20.3,41,1
2018-12-04 09:45:00,24.2,5.9,36,1
2018-12-04 09:50:00,23.8,0.0,31,0
2018-12-04 09:55:00,15.5,4.9,26,44
2018-12-04 10:00:00,5.8,15.0,21,44
2018-12-04 10:05:00,0.6,23.6,16,43
2018-12-04 10:10:00,9.1,15.2,11,38
2018-12-04 10:15:00,9.5,14.6,6,33
2018-12-04 10:20:00,5.2,21.6,1,44
2018-12-04 10:25:00,0.7,24.6,0,39
2018-12-04 10:30:00,0.4,17.2,0,44
2018-12-04 10:35:00,1.5,15.5,1,39
2018-12-04 10:40:00,1.8,14.5,20,34
2018-12-04 10:45:00,9.2,10.7,44,29
2018-12-04 10:50:00,8.5,11.5,39,24
2018-12-04 10:55:00,7.6,12.4,34,19
2018-12-04 11:00:00,8.1,16.7,44,14
2018-12-04 11:05:00,20.4,7.8,42,9
2018-12-04 11:10:00,23.0,5.1,37,4
2018-12-04 11:15:00,27.4,0.1,32,0
2018-12-04 11:20:00,23.3,0.1,27,0
2018-12-04 11:25:00,21.0,0.0,42,0
2018-12-04 11:30:00,10.4,5.4,37,5
2018-12-04 11:35:00,15.0,0.8,32,0
2018-12-04 11:40:00,13.3,0.0,27,0
2018-12-04 11:45:00,12.9,3.2,43,9
2018-12-04 11:50:00,11.0,5.1,38,4
2018-12-04 11:55:00,17.0,0.0,43,0
2018-12-04 12:00:00,14.2,1.0,40,14
2018-12-04 12:05:00,13.7,1.5,35,9
2018-12-04 12:10:00,11.5,3.8,30,40
2018-12-04 12:15:00,12.6,2.7,25,35
2018-12-04 12:20:00,9.7,10.7,20,42
2018-12-04 12:25:00,13.7,6.6,15,41
2018-12-04 12:30:00,4.8,15.5,10,36
2018-12-04 12:35:00,3.1,17.2,5,31
2018-12-04 12:40:00,1.4,18.8,0,26
2018-12-04 12:45:00,6.4,11.6,43,21
2018-12-04 12:50:00,16.8,7.1,44,16
2018-12-04 12:55:00,23.0,6.4,44,10
2018-12-04 13:00:00,27.4,6.3,43,5
2018-12-04 13:05:00,39.7,1.7,44,1
2018-12-04 13:10:00,39.3,2.2,43,2
2018-12-04 13:15:00,38.9,0.3,38,8
2018-12-04 13:20:00,33.0,6.3,33,3
2018-12-04 13:25:00,37.1,0.0,28,0
2018-12-04 13:30:00,28.0,0.0,23,0
2018-12-04 13:35:00,20.4,0.0,18,0
2018-12-04 13:40:00,18.9,3.5,44,1
2018-12-04 13:45:00,15.5,2.0,44,0
2018-12-04 13:50:00,13.3,6.1,41,7
2018-12-04 13:55:00,19.8,5.4,44,2
2018-12-04 14:00:00,30.8,0.5,44,0
2018-12-04 14:05:00,41.0,1.9,43,11
2018-12-04 14:10:00,40.3,2.3,38,6
2018-12-04 14:15:00,41.0,1.7,33,1
2018-12-04 14:20:00,35.8,1.4,28,0
2018-12-04 14:25:00,33.5,1.9,23,0
2018-12-04 14:30:00,29.6,0.0,18,0
2018-12-04 14:35:00,27.5,0.0,13,0
2018-12-04 14:40:00,20.2,4.6,8,31
2018-12-04 14:45:00,13.1,11.3,3,26
2018-12-04 14:50:00,5.5,17.2,42,21
2018-12-04 14:55:00,22.9,16.0,43,16
2018-12-04 15:00:00,30.3,8.1,38,11
2018-12-04 15:05:00,29.7,12.5,44,6
2018-12-04 15:10:00,40.4,4.5,43,1
2018-12-04 15:15:00,40.8,1.2,38,3
2018-12-04 15:20:00,39.2,0.0,33,0
2018-12-04 15:25:00,26.3,0.9,28,4
2018-12-04 15:30:00,27.3,0.0,23,0
2018-12-04 15:35:00,26.1,6.6,18,44
2018-12-04 15:40:00,8.3,24.2,13,40
2018-12-04 15:45:00,14.8,17.9,8,34
2018-12-04 15:50:00,8.0,24.5,3,30
2018-12-04 15:55:00,0.0,29.4,0,25
2018-12-04 16:00:00,6.4,22.1,41,20
2018-12-04 16:05:00,13.0,15.3,36,14
2018-12-04 16:10:00,9.1,19.2,31,10
2018-12-04 16:15:00,22.9,11.2,44,5
2018-12-04 16:20:00,60.9,0.8,44,0
2018-12-04 16:25:00,62.5,2.6,40,0
2018-12-04 16:30:00,62.2,0.0,44,0
2018-12-04 16:35:00,66.6,0.0,41,0
2018-12-04 16:40:00,60.9,3.4,36,5
2018-12-04 16:45:00,59.1,5.0,31,0
2018-12-04 16:50:00,66.4,3.1,44,2
2018-12-04 16:55:00,66.2,0.0,38,0
2018-12-04 17:00:00,59.2,0.0,34,0
2018-12-04 17:05:00,29.8,33.9,29,42
2018-12-04 17:10:00,24.2,40.1,24,37
2018-12-04 17:15:00,16.3,49.2,19,42
2018-12-04 17:20:00,20.1,45.5,14,37
2018-12-04 17:25:00,20.3,45.1,9,32
2018-12-04 17:30:00,21.3,44.1,4,27
2018-12-04 17:35:00,0.6,52.1,0,22
2018-12-04 17:40:00,8.2,44.2,0,43
2018-12-04 17:45:00,0.0,50.2,0,42
2018-12-04 17:50:00,3.8,24.6,0,37
2018-12-04 17:55:00,0.6,20.4,6,32
2018-12-04 18:00:00,3.7,17.6,1,27
2018-12-04 18:05:00,1.0,19.6,4,22
2018-12-04 18:10:00,0.0,22.0,0,17
2018-12-04 18:15:00,0.0,19.6,0,12
2018-12-04 18:20:00,5.0,11.9,13,7
2018-12-04 18:25:00,10.5,7.8,8,2
2018-12-04 18:30:00,4.2,10.5,44,25
2018-12-04 18:35:00,1.7,12.9,43,20
2018-12-04 18:40:00,7.3,9.0,41,15
2018-12-04 18:45:00,5.4,11.0,44,10
2018-12-04 18:50:00,13.5,3.0,39,5
2018-12-04 18:55:00,12.6,3.9,34,0
2018-12-04 19:00:00,6.4,3.0,29,9
2018-12-04 19:05:00,9.2,3.2,42,3
2018-12-04 19:10:00,11.2,0.7,37,1
2018-12-04 19:15:00,4.0,4.6,32,20
2018-12-04 19:20:00,3.5,5.1,27,15
2018-12-04 19:25:00,6.3,2.3,22,10
2018-12-04 19:30:00,3.1,5.1,17,5
2018-12-04 19:35:00,9.2,0.0,12,0
2018-12-04 19:40:00,7.2,0.0,7,0
2018-12-04 19:45:00,5.3,0.7,2,44
2018-12-04 19:50:00,3.2,3.5,41,39
2018-12-04 19:55:00,3.1,3.2,36,34
2018-12-04 20:00:00,6.2,0.5,31,29
2018-12-04 20:05:00,5.8,0.3,26,24
2018-12-04 20:10:00,3.2,3.4,21,19
2018-12-04 20:15:00,3.0,3.6,16,14
2018-12-04 20:20:00,3.7,2.7,11,9
2018-12-04 20:25:00,7.2,0.0,6,0
